A0ALK8,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,CC - CATALYTIC ACTIVITY
A0ALL3,ATP synthase subunit beta 2,CC - CATALYTIC ACTIVITY
A0ALL5,ATP synthase subunit alpha 2,CC - CATALYTIC ACTIVITY
A0ALM4,Serine hydroxymethyltransferase,CC - CATALYTIC ACTIVITY
A0AM15,Potassium-transporting ATPase C chain,CC - CATALYTIC ACTIVITY
A0AM16,Potassium-transporting ATPase B chain,CC - CATALYTIC ACTIVITY
A0AM17,Potassium-transporting ATPase A chain,CC - CATALYTIC ACTIVITY
A0AXI7,1-aminocyclopropane-1-carboxylate deaminase,CC - CATALYTIC ACTIVITY
A0AXR0,3-methyl-2-oxobutanoate hydroxymethyltransferase 2,CC - CATALYTIC ACTIVITY
A0AYZ1,GTP cyclohydrolase FolE2 1,CC - CATALYTIC ACTIVITY
A0AZ60,3-isopropylmalate dehydratase large subunit,CC - CATALYTIC ACTIVITY
A0AZ71,Tryptophan synthase alpha chain,CC - CATALYTIC ACTIVITY
A0B1M7,Ribose import ATP-binding protein RbsA 2,CC - CATALYTIC ACTIVITY
A0B2F6,NAD/NADP-dependent betaine aldehyde dehydrogenase,CC - CATALYTIC ACTIVITY
A0B2F7,Oxygen-dependent choline dehydrogenase,CC - CATALYTIC ACTIVITY
A0B2Q6,Catalase-peroxidase 2,CC - CATALYTIC ACTIVITY
A0B3Q5,Acylphosphatase,CC - CATALYTIC ACTIVITY
A0B3Z7,Arabinose import ATP-binding protein AraG 2,CC - CATALYTIC ACTIVITY
A0B5C6,Phosphoribosylformylglycinamidine synthase 1,CC - CATALYTIC ACTIVITY
A0B5C7,Phosphoribosylformylglycinamidine synthase 2,CC - CATALYTIC ACTIVITY
A0B5E9,Type-2 serine--tRNA ligase,CC - COFACTOR
A0B5J1,GMP synthase [glutamine-hydrolyzing] subunit A,CC - CATALYTIC ACTIVITY
A0B5P5,FO synthase subunit 1,CC - CATALYTIC ACTIVITY
A0B6A6,7-cyano-7-deazaguanine synthase,CC - CATALYTIC ACTIVITY
A0B6I9,Adenine deaminase,CC - CATALYTIC ACTIVITY
A0B6K6,3-dehydroquinate synthase,CC - CATALYTIC ACTIVITY
A0B6K7,3-dehydroquinate dehydratase,CC - CATALYTIC ACTIVITY
A0B6Y9,Dihydroxy-acid dehydratase,CC - CATALYTIC ACTIVITY
A0B7E1,4-hydroxy-tetrahydrodipicolinate synthase,CC - CATALYTIC ACTIVITY
A0B7E8,Enolase,CC - CATALYTIC ACTIVITY
A0B7H6,CTP synthase,CC - CATALYTIC ACTIVITY
A0B7J8,Phosphoglycolate phosphatase,CC - CATALYTIC ACTIVITY
A0B7V2,5-methylthioadenosine/S-adenosylhomocysteine deaminase,CC - CATALYTIC ACTIVITY
A0B8B3,Phosphoribosyl-AMP cyclohydrolase,CC - CATALYTIC ACTIVITY
A0B8J6,Serine hydroxymethyltransferase,CC - CATALYTIC ACTIVITY
A0B8J7,Bifunctional protein FolD,CC - CATALYTIC ACTIVITY
A0B8K9,Carbamoyl-phosphate synthase large chain,CC - CATALYTIC ACTIVITY
A0B8M6,5&#039;-nucleotidase SurE,CC - CATALYTIC ACTIVITY
A0B9K2,V-type ATP synthase alpha chain,CC - CATALYTIC ACTIVITY
A0B9M2,Undecaprenyl-diphosphatase,CC - CATALYTIC ACTIVITY
A0B9N7,IMP cyclohydrolase,CC - CATALYTIC ACTIVITY
A0B137,Aliphatic amidase,CC - CATALYTIC ACTIVITY
A0B297,Putative ribose/galactose/methyl galactoside import ATP-binding protein 2,CC - CATALYTIC ACTIVITY
A0B338,GTP cyclohydrolase FolE2 2,CC - CATALYTIC ACTIVITY
A0B571,Acylphosphatase,CC - CATALYTIC ACTIVITY
A0B624,GTP cyclohydrolase MptA,CC - CATALYTIC ACTIVITY
A0B742,S-adenosylmethionine synthase,CC - CATALYTIC ACTIVITY
A0BLX0,Probable protein phosphatase 2C 2,CC - CATALYTIC ACTIVITY
A0BQL0,Probable protein phosphatase 2C 3,CC - CATALYTIC ACTIVITY
A0C1E4,Serine/threonine-protein phosphatase PP-X homolog 3,CC - CATALYTIC ACTIVITY
A0CCD2,Serine/threonine-protein phosphatase PP-X homolog 4,CC - CATALYTIC ACTIVITY
A0CNL9,Serine/threonine-protein phosphatase PP2A catalytic subunit 2,CC - CATALYTIC ACTIVITY
A0CUB5,Probable protein phosphatase 2C 5,CC - CATALYTIC ACTIVITY
A0DJ90,Serine/threonine-protein phosphatase PP-X homolog 2,CC - CATALYTIC ACTIVITY
A0DSB3,Probable protein phosphatase 2C 6,CC - CATALYTIC ACTIVITY
A0DTY1,Probable protein phosphatase 2C 4,CC - CATALYTIC ACTIVITY
A0FI79,72 kDa inositol polyphosphate 5-phosphatase,CC - CATALYTIC ACTIVITY; CC - FUNCTION
A0JC76,3-amino-4-hydroxybenzoic acid synthase,CC - CATALYTIC ACTIVITY
A0JMA9,Katanin p60 ATPase-containing subunit A-like 2,CC - CATALYTIC ACTIVITY
A0JMS7,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),CC - CATALYTIC ACTIVITY
A0JNA3,Inosine-5&#039;-monophosphate dehydrogenase 1,CC - CATALYTIC ACTIVITY
A0JND9,Ectonucleoside triphosphate diphosphohydrolase 8,CC - CATALYTIC ACTIVITY
A0JNI4,Serine racemase,CC - CATALYTIC ACTIVITY
A0JNQ7,Colipase,CC - FUNCTION
A0JNU3,60 kDa lysophospholipase,CC - CATALYTIC ACTIVITY
A0JPQ8,Alkylglycerol monooxygenase,CC - CATALYTIC ACTIVITY
A0JQW8,Probable 5-dehydro-4-deoxyglucarate dehydratase,CC - CATALYTIC ACTIVITY
A0JRH2,Urease subunit gamma,CC - CATALYTIC ACTIVITY
A0JRH3,Urease subunit beta,CC - CATALYTIC ACTIVITY
A0JRH4,Urease subunit alpha,CC - CATALYTIC ACTIVITY
A0JTE5,Acylphosphatase,CC - CATALYTIC ACTIVITY
A0JTZ0,Bifunctional protein FolD,CC - CATALYTIC ACTIVITY
A0JU21,Enolase,CC - CATALYTIC ACTIVITY
A0JU94,Peptidyl-tRNA hydrolase,CC - CATALYTIC ACTIVITY
A0JUI7,Imidazolonepropionase,CC - CATALYTIC ACTIVITY
A0JUS8,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,CC - CATALYTIC ACTIVITY
A0JUZ5,Imidazoleglycerol-phosphate dehydratase,CC - CATALYTIC ACTIVITY
A0JVB5,3-methyl-2-oxobutanoate hydroxymethyltransferase,CC - CATALYTIC ACTIVITY
A0JVK2,"6,7-dimethyl-8-ribityllumazine synthase",CC - CATALYTIC ACTIVITY
A0JVK3,Phosphoribosyl-ATP pyrophosphatase,CC - CATALYTIC ACTIVITY
A0JVK5,Imidazole glycerol phosphate synthase subunit HisF,CC - CATALYTIC ACTIVITY
A0JVK7,Phosphoribosyl-AMP cyclohydrolase,CC - CATALYTIC ACTIVITY
A0JVL1,Indole-3-glycerol phosphate synthase,CC - CATALYTIC ACTIVITY
A0JWX7,Undecaprenyl-diphosphatase,CC - CATALYTIC ACTIVITY
A0JX36,2-isopropylmalate synthase,CC - CATALYTIC ACTIVITY
A0JX50,Elongation factor 4,CC - CATALYTIC ACTIVITY
A0JX72,Carbamoyl-phosphate synthase large chain,CC - CATALYTIC ACTIVITY
A0JXB1,Holliday junction ATP-dependent DNA helicase RuvB,CC - CATALYTIC ACTIVITY
A0JXB2,Holliday junction ATP-dependent DNA helicase RuvA,CC - CATALYTIC ACTIVITY
A0JXQ4,Peptide methionine sulfoxide reductase MsrA,CC - CATALYTIC ACTIVITY
A0JXX7,3-isopropylmalate dehydratase small subunit,CC - CATALYTIC ACTIVITY
A0JXX8,3-isopropylmalate dehydratase large subunit,CC - CATALYTIC ACTIVITY
A0JXZ9,Dihydroxy-acid dehydratase,CC - CATALYTIC ACTIVITY
A0JY49,Glucosamine-6-phosphate deaminase,CC - CATALYTIC ACTIVITY
A0JY64,ATP synthase subunit beta,CC - CATALYTIC ACTIVITY
A0JY66,ATP synthase subunit alpha,CC - CATALYTIC ACTIVITY
A0K2V4,Putative pterin-4-alpha-carbinolamine dehydratase,CC - CATALYTIC ACTIVITY
A0K2Y1,ATP synthase subunit alpha,CC - CATALYTIC ACTIVITY
A0K2Y3,ATP synthase subunit beta,CC - CATALYTIC ACTIVITY
A0K3S5,sn-glycerol-3-phosphate import ATP-binding protein UgpC,CC - CATALYTIC ACTIVITY
A0K3V4,Imidazoleglycerol-phosphate dehydratase,CC - CATALYTIC ACTIVITY
A0K3V8,Imidazole glycerol phosphate synthase subunit HisF,CC - CATALYTIC ACTIVITY
A0K3V9,Phosphoribosyl-AMP cyclohydrolase,CC - CATALYTIC ACTIVITY
A0K3W0,Phosphoribosyl-ATP pyrophosphatase,CC - CATALYTIC ACTIVITY
A0K4E8,Arabinose import ATP-binding protein AraG 1,CC - CATALYTIC ACTIVITY
A0K4H7,4-hydroxy-tetrahydrodipicolinate reductase,CC - CATALYTIC ACTIVITY
A0K4K8,Anhydro-N-acetylmuramic acid kinase,CC - CATALYTIC ACTIVITY
A0K4L4,Holliday junction ATP-dependent DNA helicase RuvB,CC - CATALYTIC ACTIVITY
A0K4L5,Holliday junction ATP-dependent DNA helicase RuvA,CC - CATALYTIC ACTIVITY
A0K4L7,Bifunctional purine biosynthesis protein PurH,CC - CATALYTIC ACTIVITY
A0K4Q2,Catalase-peroxidase 1,CC - CATALYTIC ACTIVITY
A0K4T1,3-methyl-2-oxobutanoate hydroxymethyltransferase 1,CC - CATALYTIC ACTIVITY
A0K5D2,"6,7-dimethyl-8-ribityllumazine synthase",CC - CATALYTIC ACTIVITY
A0K5J0,"Fructose-1,6-bisphosphatase class 1",CC - CATALYTIC ACTIVITY
A0K5P0,D-amino acid dehydrogenase small subunit,CC - CATALYTIC ACTIVITY
A0K5S6,Nicotinate phosphoribosyltransferase,CC - CATALYTIC ACTIVITY
A0K5V7,Elongation factor 4,CC - CATALYTIC ACTIVITY
A0K6E4,Undecaprenyl-diphosphatase 2,CC - CATALYTIC ACTIVITY
A0K6Q0,Putative ribose/galactose/methyl galactoside import ATP-binding protein 1,CC - CATALYTIC ACTIVITY
A0K8B3,GMP synthase [glutamine-hydrolyzing],CC - CATALYTIC ACTIVITY
A0K8C7,Putative phosphoenolpyruvate synthase regulatory protein,DE; CC - CATALYTIC ACTIVITY
A0K8D2,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,CC - CATALYTIC ACTIVITY
A0K8F4,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",CC - CATALYTIC ACTIVITY
A0K8F6,Succinyl-diaminopimelate desuccinylase,CC - CATALYTIC ACTIVITY
A0K8N1,Enolase,CC - CATALYTIC ACTIVITY
A0K8N2,2-dehydro-3-deoxyphosphooctonate aldolase,CC - CATALYTIC ACTIVITY
A0K8N3,CTP synthase,CC - CATALYTIC ACTIVITY
A0K8R4,Bifunctional protein FolD,CC - CATALYTIC ACTIVITY
A0K8U2,Imidazolonepropionase,CC - CATALYTIC ACTIVITY
A0K9K6,Deoxycytidine triphosphate deaminase,CC - CATALYTIC ACTIVITY
A0K9S9,Quinolinate synthase A,CC - CATALYTIC ACTIVITY
A0K9T8,Deoxyuridine 5&#039;-triphosphate nucleotidohydrolase,CC - CATALYTIC ACTIVITY
A0K9Z1,Pyridoxine/pyridoxamine 5&#039;-phosphate oxidase,CC - CATALYTIC ACTIVITY
A0K458,Indole-3-glycerol phosphate synthase,CC - CATALYTIC ACTIVITY
A0K493,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,CC - CATALYTIC ACTIVITY
A0K516,D-(-)-3-hydroxybutyrate oligomer hydrolase,CC - CATALYTIC ACTIVITY
A0K576,Urease subunit alpha,CC - CATALYTIC ACTIVITY
A0K577,Urease subunit beta,CC - CATALYTIC ACTIVITY
A0K578,Urease subunit gamma,CC - CATALYTIC ACTIVITY
A0K593,Undecaprenyl-diphosphatase 1,CC - CATALYTIC ACTIVITY
A0K608,N-succinylglutamate 5-semialdehyde dehydrogenase,CC - CATALYTIC ACTIVITY
A0K609,N-succinylarginine dihydrolase,CC - CATALYTIC ACTIVITY
A0K610,Succinylglutamate desuccinylase,CC - CATALYTIC ACTIVITY
A0K718,Ribose import ATP-binding protein RbsA 1,CC - CATALYTIC ACTIVITY
A0K833,Peptide methionine sulfoxide reductase MsrB,CC - CATALYTIC ACTIVITY
A0K933,2-isopropylmalate synthase,CC - CATALYTIC ACTIVITY
A0K960,Potassium-transporting ATPase C chain,CC - CATALYTIC ACTIVITY
A0KA00,Kynurenine formamidase,CC - CATALYTIC ACTIVITY
A0KAM7,Peptidyl-tRNA hydrolase,CC - CATALYTIC ACTIVITY
A0KAV6,Taurine import ATP-binding protein TauB,CC - CATALYTIC ACTIVITY
A0KBF2,S-adenosylmethionine synthase,CC - CATALYTIC ACTIVITY
A0KBH9,Glutamyl-tRNA(Gln) amidotransferase subunit A,CC - CATALYTIC ACTIVITY
A0KBJ0,7-cyano-7-deazaguanine synthase,CC - CATALYTIC ACTIVITY
A0KDV2,L-rhamnonate dehydratase,CC - CATALYTIC ACTIVITY
A0KE25,Putative ribose/galactose/methyl galactoside import ATP-binding protein 3,CC - CATALYTIC ACTIVITY
A0KE38,3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase,CC - CATALYTIC ACTIVITY
A0KE53,Xylose import ATP-binding protein XylG,CC - CATALYTIC ACTIVITY
A0KEG8,"Guanosine-5&#039;-triphosphate,3&#039;-diphosphate pyrophosphatase",CC - CATALYTIC ACTIVITY
A0KEG9,ATP-dependent RNA helicase RhlB,CC - CATALYTIC ACTIVITY
A0KEL1,Fatty acid oxidation complex subunit alpha,CC - CATALYTIC ACTIVITY
A0KEM6,Deoxyuridine 5&#039;-triphosphate nucleotidohydrolase,CC - CATALYTIC ACTIVITY
A0KEX6,Threonylcarbamoyl-AMP synthase,CC - CATALYTIC ACTIVITY
A0KEX7,Oxygen-dependent coproporphyrinogen-III oxidase,CC - CATALYTIC ACTIVITY
A0KF11,Pimeloyl-[acyl-carrier protein] methyl ester esterase,CC - CATALYTIC ACTIVITY
A0KF84,Imidazolonepropionase,CC - CATALYTIC ACTIVITY
A0KF85,Formimidoylglutamase,CC - CATALYTIC ACTIVITY
A0KFC0,N-acetylmuramic acid 6-phosphate etherase,CC - CATALYTIC ACTIVITY; CC - MISCELLANEOUS
A0KFU8,Phosphoenolpyruvate carboxylase,CC - CATALYTIC ACTIVITY
A0KG42,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,CC - CATALYTIC ACTIVITY
A0KGD2,D-erythrose-4-phosphate dehydrogenase,CC - CATALYTIC ACTIVITY
A0KGF0,Elongation factor 4,CC - CATALYTIC ACTIVITY
A0KGH2,CTP synthase,CC - CATALYTIC ACTIVITY
A0KGH3,Enolase,CC - CATALYTIC ACTIVITY
A0KGH8,5&#039;-nucleotidase SurE,CC - CATALYTIC ACTIVITY
A0KGJ2,Bifunctional purine biosynthesis protein PurH,CC - CATALYTIC ACTIVITY
A0KGM6,3-isopropylmalate dehydratase small subunit,CC - CATALYTIC ACTIVITY
A0KGM7,3-isopropylmalate dehydratase large subunit,CC - CATALYTIC ACTIVITY
A0KGM9,2-isopropylmalate synthase,CC - CATALYTIC ACTIVITY
A0KGT6,"Bis(5&#039;-nucleosyl)-tetraphosphatase, symmetrical",CC - CATALYTIC ACTIVITY
A0KGY5,Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,CC - CATALYTIC ACTIVITY
A0KHA2,Hydroxylamine reductase,CC - FUNCTION
A0KHG0,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",CC - CATALYTIC ACTIVITY
A0KHH4,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,CC - CATALYTIC ACTIVITY
A0KI46,Pyridoxine/pyridoxamine 5&#039;-phosphate oxidase,CC - CATALYTIC ACTIVITY
A0KIB5,Succinyl-diaminopimelate desuccinylase,CC - CATALYTIC ACTIVITY
A0KIG3,Glucosamine-6-phosphate deaminase,CC - CATALYTIC ACTIVITY
A0KIK2,Hydroxyacylglutathione hydrolase,CC - CATALYTIC ACTIVITY
A0KIM1,Periplasmic nitrate reductase,CC - CATALYTIC ACTIVITY
A0KIN6,GTP cyclohydrolase 1,CC - CATALYTIC ACTIVITY
A0KIZ1,5&#039;-methylthioadenosine/S-adenosylhomocysteine nucleosidase,CC - CATALYTIC ACTIVITY
A0KJ91,GTP cyclohydrolase-2,CC - CATALYTIC ACTIVITY
A0KJA0,7-cyano-7-deazaguanine synthase,CC - CATALYTIC ACTIVITY
A0KJD4,Bifunctional protein FolD,CC - CATALYTIC ACTIVITY
A0KJG4,Putative pterin-4-alpha-carbinolamine dehydratase,CC - CATALYTIC ACTIVITY
A0KJH4,Cytidine deaminase,CC - CATALYTIC ACTIVITY
A0KJM0,Phosphonoacetaldehyde hydrolase,CC - CATALYTIC ACTIVITY
A0KJP1,D-amino acid dehydrogenase small subunit,CC - CATALYTIC ACTIVITY
A0KJP3,Tryptophanase,CC - CATALYTIC ACTIVITY
A0KJS0,GMP synthase [glutamine-hydrolyzing],CC - CATALYTIC ACTIVITY
A0KJT2,"Fructose-1,6-bisphosphatase class 1",CC - CATALYTIC ACTIVITY
A0KKB0,Imidazole glycerol phosphate synthase subunit HisF,CC - CATALYTIC ACTIVITY
A0KKE7,"Selenide, water dikinase",DE; FT; CC - CATALYTIC ACTIVITY
A0KKF3,Acylphosphatase,CC - CATALYTIC ACTIVITY
A0KKF9,Deoxycytidine triphosphate deaminase,CC - CATALYTIC ACTIVITY
A0KLP9,Putative phosphoenolpyruvate synthase regulatory protein,DE; CC - CATALYTIC ACTIVITY
A0KLW6,"UDP-2,3-diacylglucosamine hydrolase",CC - CATALYTIC ACTIVITY
A0KMD0,Tryptophan synthase beta chain,CC - CATALYTIC ACTIVITY
A0KMD1,Tryptophan synthase alpha chain,CC - CATALYTIC ACTIVITY
A0KMV4,N-succinylarginine dihydrolase,CC - CATALYTIC ACTIVITY
A0KN04,Peptidyl-tRNA hydrolase,CC - CATALYTIC ACTIVITY
A0KN18,N-succinylglutamate 5-semialdehyde dehydrogenase,CC - CATALYTIC ACTIVITY
A0KNH4,Serine hydroxymethyltransferase,CC - CATALYTIC ACTIVITY
A0KNI3,3-dehydroquinate dehydratase,CC - CATALYTIC ACTIVITY
A0KNL0,Sulfite reductase [NADPH] hemoprotein beta-component,CC - CATALYTIC ACTIVITY
A0KNV3,Glutaminase,CC - CATALYTIC ACTIVITY
A0KP07,3-methyl-2-oxobutanoate hydroxymethyltransferase,CC - CATALYTIC ACTIVITY
A0KPA2,Holliday junction ATP-dependent DNA helicase RuvB,CC - CATALYTIC ACTIVITY
A0KPA3,Holliday junction ATP-dependent DNA helicase RuvA,CC - CATALYTIC ACTIVITY
A0KPW7,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,CC - CATALYTIC ACTIVITY
A0KQI1,Undecaprenyl-diphosphatase,CC - CATALYTIC ACTIVITY
A0KQS4,Dihydroxy-acid dehydratase,CC - CATALYTIC ACTIVITY
A0KQX8,ATP synthase subunit beta,CC - CATALYTIC ACTIVITY
A0KQY0,ATP synthase subunit alpha,CC - CATALYTIC ACTIVITY
A0KR50,Fatty acid oxidation complex subunit alpha,CC - CATALYTIC ACTIVITY
A0KR66,Threonylcarbamoyl-AMP synthase,CC - CATALYTIC ACTIVITY
A0KR67,Oxygen-dependent coproporphyrinogen-III oxidase,CC - CATALYTIC ACTIVITY
A0KRB5,Enolase-phosphatase E1,CC - CATALYTIC ACTIVITY
A0KRC4,Imidazolonepropionase,CC - CATALYTIC ACTIVITY
A0KRC6,Urocanate hydratase,CC - CATALYTIC ACTIVITY
A0KRK1,"Selenide, water dikinase",DE; FT; CC - CATALYTIC ACTIVITY
A0KRY0,Catalase-peroxidase 1,CC - CATALYTIC ACTIVITY
A0KS32,Dihydroxy-acid dehydratase,CC - CATALYTIC ACTIVITY
A0KS60,Porphobilinogen deaminase,CC - CATALYTIC ACTIVITY
A0KS84,ATP-dependent RNA helicase RhlB,CC - CATALYTIC ACTIVITY
A0KSI2,3-dehydroquinate dehydratase,CC - CATALYTIC ACTIVITY
A0KST2,N-succinylglutamate 5-semialdehyde dehydrogenase,CC - CATALYTIC ACTIVITY
A0KSW7,"Fructose-1,6-bisphosphatase class 1",CC - CATALYTIC ACTIVITY
A0KSX7,Cytochrome c-552,CC - CATALYTIC ACTIVITY
A0KT94,2-dehydro-3-deoxyphosphooctonate aldolase,CC - CATALYTIC ACTIVITY
A0KTH4,Sulfite reductase [NADPH] flavoprotein alpha-component,CC - CATALYTIC ACTIVITY
A0KTH5,Sulfite reductase [NADPH] hemoprotein beta-component,CC - CATALYTIC ACTIVITY
A0KTT2,4-hydroxy-tetrahydrodipicolinate reductase,CC - CATALYTIC ACTIVITY
A0KTX7,Peptidyl-tRNA hydrolase,CC - CATALYTIC ACTIVITY
A0KU60,Serine hydroxymethyltransferase,CC - CATALYTIC ACTIVITY
A0KU81,CTP synthase,CC - CATALYTIC ACTIVITY
A0KU82,Enolase,CC - CATALYTIC ACTIVITY
A0KU87,5&#039;-nucleotidase SurE,CC - CATALYTIC ACTIVITY
A0KUF0,Glutaminase,CC - CATALYTIC ACTIVITY
A0KUJ5,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,CC - CATALYTIC ACTIVITY
A0KUK2,GMP synthase [glutamine-hydrolyzing],CC - CATALYTIC ACTIVITY
A0KV76,Fatty acid oxidation complex subunit alpha,CC - CATALYTIC ACTIVITY; CC - FUNCTION
A0KVD1,Tryptophan synthase beta chain,CC - CATALYTIC ACTIVITY
A0KVM1,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,CC - CATALYTIC ACTIVITY
A0KVP0,Pyridoxine/pyridoxamine 5&#039;-phosphate oxidase,CC - CATALYTIC ACTIVITY
A0KVS0,4-hydroxy-tetrahydrodipicolinate synthase,CC - CATALYTIC ACTIVITY
A0KVZ2,N-succinylarginine dihydrolase,CC - CATALYTIC ACTIVITY
A0KVZ9,Putative phosphoenolpyruvate synthase regulatory protein,DE; CC - CATALYTIC ACTIVITY
A0KW27,Deoxycytidine triphosphate deaminase,CC - CATALYTIC ACTIVITY
A0KWB0,Imidazole glycerol phosphate synthase subunit HisF,CC - CATALYTIC ACTIVITY
A0KWH4,Succinyl-diaminopimelate desuccinylase,CC - CATALYTIC ACTIVITY
